web-scraper-order,web-scraper-start-url,title,title-href,lokasi,luaslahan,luasbangunan,kamartidur,kamarmandi,fullyfurnished,memiliki_ac,memiliki_airpanas,memiliki_tv,memiliki_kitchenset,memiliki_balkon,memiliki_keamanan24jam,memiliki_tamanbermainanak,harga
"1696678671-2948","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=57","Lihat","https://www.lamudi.co.id/rumah-luas-jakarta-selatan-167646746836.html","Cipedak raya
                                        Pasar Minggu, Jakarta Selatan","251 m²","120 m²","3","2","No","null","null","null","null","null","null","null","Rp2.500.000.000"
"1696678675-2949","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=57","Lihat","https://www.lamudi.co.id/rumah-siap-huni-view-bagus-di-bukit-golf-169527306535.html","Pondok Indah, Jakarta Selatan","1389 m²","1100 m²","6","5","Tidak","null","null","null","null","null","null","null","Rp95.000.000.000"
"1696678679-2950","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=57","Lihat","https://www.lamudi.co.id/dp-0-cicilan-1-3jt-bln-free-biaya-kpr-rumah-2-lant-169496030877.html","Daan Mogot, Jakarta Barat","60 m²","55 m²","2","2","Tidak","null","null","null","null","null","null","null","Rp299.000.000"
"1696678683-2951","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=57","Lihat","https://www.lamudi.co.id/rumah-2-lantai-murah-lokasi-super-strategis-tanjun-169284557841.html","Tj Barat Jakarta Selatan
                                        Tanjung Barat, Jakarta Selatan","50 m²","62 m²","3","2","62","null","null","null","null","null","null","null","Rp544.000.000"
"1696678686-2952","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=57","Lihat","https://www.lamudi.co.id/rumah-siap-huni-dalam-cluster-di-citra-gran-cibubu-16931978744.html","Cibubur, Jakarta Timur","160 m²","200 m²","5","4","200","null","null","null","null","null","Keamanan 24 jam","null","Rp2.000.000.000"
"1696678690-2953","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=57","Lihat","https://www.lamudi.co.id/rumah-asri-kalibata-jaksel-169174900371.html","Kalibata, Jakarta Selatan","287 m²","300 m²","6","4","300","Pendingin ruangan (AC)","Air Panas","null","Kitchen set","Balkon","Keamanan 24 jam","null","Rp6.500.000.000"
"1696678694-2954","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=57","Lihat","https://www.lamudi.co.id/rumah-asri-pondok-indah-169174918759.html","Jakarta Selatan","282 m²","354 m²","7","4","354","Pendingin ruangan (AC)","null","null","Kitchen set","null","Keamanan 24 jam","Taman bermain anak","Rp17.000.000.000"
"1696678698-2955","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=57","Lihat","https://www.lamudi.co.id/dijual-cepat-rumah-lama-jl-dharmawangsa-kebayoran-169562996321.html","Kebayoran Baru, Jakarta Selatan","450 m²","233 m²","7","3","233","null","null","null","null","null","null","null","Rp21.000.000.000"
"1696678702-2956","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=57","Lihat","https://www.lamudi.co.id/dijual-cepat-rumah-dalam-komplek-elite-di-cipete-j-169562995864.html","Cilandak, Jakarta Selatan","1025 m²","427 m²","5","5","427","Pendingin ruangan (AC)","null","null","null","null","null","null","Rp19.300.000.000"
"1696678706-2957","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=57","Lihat","https://www.lamudi.co.id/dijual-rumah-di-dekat-senopati-kebayoran-baru-jaka-169562997444.html","Kebayoran Baru, Jakarta Selatan","368 m²","366 m²","6","3","366","null","null","null","null","null","null","null","Rp27.000.000.000"
"1696678710-2958","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=57","Lihat","https://www.lamudi.co.id/dijual-rumah-murah-hitung-tanah-di-jl-benda-raya-k-169562996748.html","Kemang, Jakarta Selatan","985 m²","380 m²","3","3","380","null","null","null","null","null","null","null","Rp23.000.000.000"
"1696678714-2959","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=57","Lihat","https://www.lamudi.co.id/rumah-termurah-di-jl-siaga-pejaten-barat-pasar-min-169562980590.html","Pasar Minggu, Jakarta Selatan","140 m²","200 m²","4","4","200","null","null","null","null","null","null","null","Rp3.700.000.000"
"1696678718-2960","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=57","Lihat","https://www.lamudi.co.id/dijual-cepat-rumah-dalam-komplek-di-cempaka-putih-169562981165.html","Cempaka Putih, Jakarta Pusat","155 m²","150 m²","4","3","150","null","null","null","null","null","null","null","Rp3.750.000.000"
"1696678721-2961","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=57","Lihat","https://www.lamudi.co.id/termurah-rumah-siap-huni-di-gandaria-utara-jakarta-169562981720.html","Kebayoran Baru, Jakarta Selatan","120 m²","350 m²","5","6","350","null","null","null","null","null","null","null","Rp3.750.000.000"
"1696678725-2962","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=57","Lihat","https://www.lamudi.co.id/rumah-bagus-di-komplek-pondok-kelapa-duren-sawit-j-169562982288.html","Duren Sawit, Jakarta Timur","220 m²","160 m²","3","2","160","null","null","null","null","null","null","null","Rp3.950.000.000"
"1696678733-2963","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=56","Lihat","https://www.lamudi.co.id/dijual-rumah-etik-jawa-tropis-di-area-elite-permat-169562994231.html","Kebayoran Lama, Jakarta Selatan","438 m²","264 m²","4","4","264","null","null","null","null","null","null","null","Rp20.000.000.000"
"1696678737-2964","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=56","Lihat","https://www.lamudi.co.id/dijual-rumah-mewah-ada-swimpool-bebas-banjir-di-du-169564058974.html","Duren Sawit, Jakarta Timur","367 m²","277 m²","3","3","277","null","null","null","null","null","null","null","Rp5.500.000.000"
"1696678741-2965","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=56","Lihat","https://www.lamudi.co.id/rumah-kost-income-menarik-32-kamar-di-tanah-abang-169562991278.html","Tanah Abang, Jakarta Pusat","106 m²","506 m²","11","11","506","null","null","null","null","null","null","null","Rp12.700.000.000"
"1696678745-2966","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=56","Lihat","https://www.lamudi.co.id/rumah-mewah-dalam-komplek-dekat-mrt-di-abdul-majid-169562992063.html","Cilandak, Jakarta Selatan","328 m²","445 m²","3","2","445","Pendingin ruangan (AC)","null","null","null","null","null","null","Rp13.000.000.000"
"1696678748-2967","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=56","Lihat","https://www.lamudi.co.id/dijual-rumah-megah-near-senopati-selong-kebayoran-169563000918.html","Kebayoran Baru, Jakarta Selatan","646 m²","500 m²","5","4","500","null","null","null","null","null","null","null","Rp40.000.000.000"
"1696678752-2968","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=56","Lihat","https://www.lamudi.co.id/dijual-rumah-siap-huni-di-jl-hang-tuah-kebayoran-b-169563001470.html","Kebayoran Baru, Jakarta Selatan","667 m²","800 m²","5","3","800","null","null","null","null","null","null","null","Rp57.000.000.000"
"1696678756-2969","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=56","Lihat","https://www.lamudi.co.id/rumah-mewah-di-jl-dharmawangsa-kebayoran-baru-jaka-169563001468.html","Kebayoran Baru, Jakarta Selatan","682 m²","1250 m²","6","4","1250","Pendingin ruangan (AC)","Air Panas","null","null","null","null","null","Rp40.000.000.000"
"1696678760-2970","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=56","Lihat","https://www.lamudi.co.id/cluster-elegan-2-lantai-idaman-mertua-dekat-tol-ja-169562316395.html","Cililitan, Jakarta Timur","70 m²","70 m²","3","2","70","Pendingin ruangan (AC)","null","null","Kitchen set","Balkon","Keamanan 24 jam","null","Rp900.000.000"
"1696678765-2971","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=56","Lihat","https://www.lamudi.co.id/rumah-kost-full-aktif-posisi-hook-di-tomang-jakart-169581142999.html","Tomang
                                        Tomang, Jakarta Barat","527 m²","527 m²","27","27","527","Pendingin ruangan (AC)","null","null","null","null","null","null","Rp12.000.000.000"
"1696678768-2972","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=56","Lihat","https://www.lamudi.co.id/dijual-rumah-semi-furnished-di-komplek-perumahan-t-169554499725.html","Kalideres, Jakarta Barat","188 m²","260 m²","4","3","260","null","null","null","null","null","null","null","Rp3.600.000.000"
"1696678772-2973","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=56","Lihat","https://www.lamudi.co.id/dijual-rumah-baru-mewah-kebayoran-baru-cipete-jaka-169563001744.html","Kebayoran Baru, Jakarta Selatan","1903 m²","2300 m²","4","6","2300","Pendingin ruangan (AC)","null","null","null","null","null","null","Rp105.000.000.000"
"1696678776-2974","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=56","Lihat","https://www.lamudi.co.id/dijual-rumah-mewah-bukit-golf-pondok-indah-jakarta-169563002340.html","Kebayoran Lama, Jakarta Selatan","1375 m²","2000 m²","5","6","2000","null","null","null","null","null","null","null","Rp105.000.000.000"
"1696678780-2975","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=56","Lihat","https://www.lamudi.co.id/dijual-rumah-nuansa-resort-di-cipete-cilandak-jaka-169563002911.html","Cilandak, Jakarta Selatan","1923 m²","900 m²","5","5","900","Pendingin ruangan (AC)","Air Panas","null","null","null","null","null","Rp52.000.000.000"
"1696678783-2976","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=56","Lihat","https://www.lamudi.co.id/rumah-mewah-murah-di-rawamangun-jakarta-timur-169562954998.html","jalan Gabus 3 no 11
                                        Rawamangun, Jakarta Timur","193 m²","196 m²","4","4","196","Pendingin ruangan (AC)","null","null","null","null","null","null","Rp5.300.000.000"
"1696678787-2977","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=56","Lihat","https://www.lamudi.co.id/rumah-siap-huni-pondok-indah-16955526608.html","Pondok Indah, Jakarta Selatan","160 m²","280 m²","4","4","280","Pendingin ruangan (AC)","Air Panas","null","null","Balkon","Keamanan 24 jam","null","Rp8.900.000.000"
"1696678791-2978","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=56","Lihat","https://www.lamudi.co.id/cluster-mewah-2-lantai-idaman-mertua-dekat-tol-jat-169562135875.html","Klender, Jakarta Timur","70 m²","70 m²","3","2","70","Pendingin ruangan (AC)","null","null","Kitchen set","Balkon","Keamanan 24 jam","null","Rp900.000.000"
"1696678794-2979","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=56","Lihat","https://www.lamudi.co.id/dijual-rumah-dekat-antasari-di-jl-haji-abu-cipete-169562990644.html","Cilandak, Jakarta Selatan","595 m²","700 m²","7","4","700","null","null","null","null","null","null","null","Rp14.000.000.000"
"1696678799-2980","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=56","Lihat","https://www.lamudi.co.id/dijual-rumah-hitung-tanah-di-jl-tulodong-senopati-16956299092.html","Kebayoran Baru, Jakarta Selatan","214 m²","300 m²","3","3","300","null","null","null","null","null","null","null","Rp13.000.000.000"
"1696678802-2981","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=56","Lihat","https://www.lamudi.co.id/rumah-dgn-s-pool-dlm-komplek-di-jl-kebagusan-raya-169562989956.html","Cilandak, Jakarta Selatan","500 m²","800 m²","7","5","800","null","null","null","null","null","null","null","Rp12.000.000.000"
"1696678807-2982","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=56","Lihat","https://www.lamudi.co.id/dijual-rumah-brand-new-di-ampera-kemang-jakarta-se-169562990491.html","Kemang, Jakarta Selatan","207 m²","346 m²","4","5","346","null","null","null","null","null","null","null","Rp11.500.000.000"
"1696678810-2983","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=56","Lihat","https://www.lamudi.co.id/dijual-cepat-rumah-siap-huni-di-jl-kalibata-pancor-169562990319.html","Pancoran, Jakarta Selatan","542 m²","420 m²","6","5","420","Pendingin ruangan (AC)","null","null","null","null","null","null","Rp13.000.000.000"
"1696678814-2984","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=56","Lihat","https://www.lamudi.co.id/dijual-rumah-baru-3-lantai-di-jl-bungur-kemang-jak-169562989732.html","Kemang, Jakarta Selatan","217 m²","439 m²","4","4","439","Pendingin ruangan (AC)","null","null","null","null","null","null","Rp11.500.000.000"
"1696678818-2985","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=56","Lihat","https://www.lamudi.co.id/dijual-rumah-di-jl-hang-lekiu-kebayoran-baru-jakar-169562998094.html","Kebayoran Baru, Jakarta Selatan","400 m²","700 m²","4","3","700","null","null","null","null","null","null","null","Rp26.500.000.000"
"1696678822-2986","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=56","Lihat","https://www.lamudi.co.id/dijual-rumah-tempat-usaha-strategis-di-menteng-jak-169562997673.html","Menteng, Jakarta Pusat","519 m²","350 m²","5","3","350","null","null","null","null","null","null","null","Rp26.000.000.000"
"1696678826-2987","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=56","Lihat","https://www.lamudi.co.id/dijual-rumah-megah-dgn-s-pool-di-jl-kemang-dalam-j-169562998882.html","Kemang, Jakarta Selatan","912 m²","700 m²","5","5","700","null","null","null","null","null","null","null","Rp26.500.000.000"
"1696678834-2988","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=55","Lihat","https://www.lamudi.co.id/jual-cepat-rumah-di-kelapa-puan-kelapa-gading-169416747510.html","Kelapa Gading, Jakarta Utara","377 m²","500 m²","5","5","Ya","null","null","null","null","null","null","null","Rp10.900.000.000"
"1696678838-2989","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=55","Lihat","https://www.lamudi.co.id/di-jual-rumah-terawat-di-pejompongan-strategis-pus-168489656174.html","Kartini, Jakarta Pusat","400 m²","230 m²","7","6","Tidak","Pendingin ruangan (AC)","null","null","Kitchen set","null","Keamanan 24 jam","null","Rp21.000.000.000"
"1696678843-2990","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=55","Lihat","https://www.lamudi.co.id/dijual-rumah-greenville-murah-uk8-5x15-lt127-5-2-5-169349182311.html","Jl. Greenville
                                        Tanjung Duren, Jakarta Barat","128 m²","234 m²","3","1","128","null","null","null","null","null","null","null","Rp2.500.000.000"
"1696678846-2991","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=55","Lihat","https://www.lamudi.co.id/dijual-rumah-di-mangunsarkoro-menteng-gol-c-738-m2-169349173585.html","jalan mangunsarkoro menteng jakarta pusat
                                        Menteng, Jakarta Pusat","738 m²","350 m²","3","2","350","null","null","null","null","null","null","null","Rp47.000.000.000"
"1696678851-2992","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=55","Lihat","https://www.lamudi.co.id/rumah-greenville-dijual-5-5x20-bagus-4kt-selatan-b-169349172523.html","greenville blok BL
                                        Duri Kepa, Jakarta Barat","110 m²","247 m²","4","4","247","Pendingin ruangan (AC)","null","null","null","null","Keamanan 24 jam","null","Rp3.000.000.000"
"1696678855-2993","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=55","Lihat","https://www.lamudi.co.id/rumah-dijual-di-jalan-haji-kelik-3-kamar-uk-6x20-2-16934917194.html","Indonesia, 11550, Jakarta Barat, Jalan Haji Kelik
                                        Kebon Jeruk, Jakarta Barat","120 m²","160 m²","3","3","160","null","null","null","null","null","null","null","Rp5.500.000.000"
"1696678859-2994","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=55","Lihat","https://www.lamudi.co.id/rumah-dijual-komplek-walikota-8x16-2lt-selatan-3kt-169349172273.html","komplek walikota kelapa gading
                                        Kelapa Gading, Jakarta Utara","128 m²","188 m²","3","3","188","null","null","null","null","null","null","null","Rp2.100.000.000"
"1696678863-2995","https://www.lamudi.co.id/jakarta/house/single-family-house/buy/?page=55","Lihat","https://www.lamudi.co.id/rumah-tua-6-x-15-pulo-macan-tomang-2-3m-ng-jln-2-m-169349171785.html","Indonesia, Jakarta Barat, 40, Jalan Pulo Macan 4
                                        Tomang, Jakarta Barat","90 m²","90 m²","2","1","90","null","null","null","null","null","Keamanan 24 jam","null","Rp2.300.000.000"
